Date,Open,High,Low,Close,Volume,
19/03/2021,1736.3,1748.2,1729.3,1743.9,36859,
18/03/2021,1745.9,1756,1719.1,1734.6,18942,
17/03/2021,1730,1750.6,1722,1727.1,214084,
16/03/2021,1730.7,1740.5,1724.4,1730.9,170463,
15/03/2021,1726.5,1733.2,1719.2,1729.2,158839,
12/03/2021,1720.5,1728,1696.6,1719.8,222995,
11/03/2021,1725,1738,1716.8,1722.6,197168,
10/03/2021,1714.5,1725.3,1705.6,1721.8,213679,
09/03/2021,1679.3,1718.7,1676.7,1716.9,233565,
08/03/2021,1701.6,1712,1673.3,1678,258100,
05/03/2021,1695.3,1705.7,1683,1698.5,254927,
04/03/2021,1708.4,1721.6,1687.6,1700.7,271077,
03/03/2021,1736.5,1739.1,1699.4,1715.8,251741,
02/03/2021,1722.8,1737.8,1704.6,1733.6,230514,
01/03/2021,1732.8,1757.4,1717.2,1723,238037,
26/02/2021,1770.9,1734.4,1725.5,1728.8,351549,
25/02/2021,1804.9,1781.7,1763.9,1775.4,309165,
24/02/2021,1805,1813,1782.2,1797.9,220240,
23/02/2021,1809.3,1815.2,1794.5,1805.9,187078,
22/02/2021,1782,1812.4,1778.6,1808.4,216129,
19/02/2021,1774.6,1790.9,1759,1777.4,247288,
18/02/2021,1776,1775.8,1772.8,1775,220586,
17/02/2021,1793.1,1779.9,1770.6,1772.8,250909,
16/02/2021,1795,1796.1,1793,1799,348000,
12/02/2021,1825.4,1825.1,1819.1,1823.2,169671,
11/02/2021,1844.3,1848.6,1821.7,1826.8,143597,
10/02/2021,1838.3,1856.6,1834,1842.7,173508,
09/02/2021,1832.4,1849.5,1830.3,1837.5,151353,
08/02/2021,1818.1,1840.6,1807.3,1834.2,171978,
05/02/2021,1794.3,1816,1792.2,1813,202612,
04/02/2021,1834.5,1835.7,1784.6,1791.2,269731,
03/02/2021,1838.5,1845.9,1830.1,1835.1,134552,
02/02/2021,1863.6,1866.3,1830.4,1833.4,226676,
01/02/2021,1865,1876,1851.7,1863.9,237650,
29/01/2021,1845.6,1851.7,1843.8,1850.3,269474,
28/01/2021,1847.2,1846.1,1843.1,1841.2,270329,
27/01/2021,1854.3,1847.6,1841.5,1848.9,163249,
26/01/2021,1858.7,1864.5,1851.1,1854.8,89895,
25/01/2021,1858.6,1870.9,1850,1859,86197,
22/01/2021,1874,1874.1,1839.7,1859.9,74763,
21/01/2021,1875.6,1874.5,1870.8,1869.3,47567,
20/01/2021,1843.2,1875.6,1865.8,1870.2,51238,
19/01/2021,1828.8,1845,1800.8,1840.2,324829,
15/01/2021,1847.3,1856.6,1822.1,1829.9,224725,
14/01/2021,1845.6,1853.6,1843.4,1851.4,242126,
13/01/2021,1855,1859.3,1841.6,1854.9,203544,
12/01/2021,1845.4,1856.9,1854.3,1844.2,225729,
11/01/2021,1849.4,1856,1817.1,1850.8,253190,
08/01/2021,1915.2,1918.4,1827.8,1835.4,422485,
07/01/2021,1921.5,1929.6,1907.5,1913.6,192365,
06/01/2021,1952.8,1962.5,1902.6,1908.6,356182,
05/01/2021,1946,1957,1938.4,1954.4,192111,
04/01/2021,1908.2,1948.7,1906.1,1946.6,261675,
31/12/2020,1899,1904.9,1889.1,1895.1,127578,
30/12/2020,1881.8,1899,1879.5,1893.4,128688,
29/12/2020,1878,1891.3,1875.6,1882.9,145905,
28/12/2020,1887,1904.1,1873,1880.4,194545,
24/12/2020,1877.3,1887.4,1873.1,1883.2,87445,
23/12/2020,1865.6,1883.7,1860.9,1878.1,157856,
22/12/2020,1883,1889.4,1863.7,1870.3,173183,
21/12/2020,1892.9,1912,1859,1882.8,226997,
18/12/2020,1891.3,1895.7,1881.9,1888.9,149960,
17/12/2020,1868.4,1902,1865.9,1890.4,213170,
16/12/2020,1857.7,1870,1848.2,1859.1,196702,
15/12/2020,1830.5,1859.3,1828.5,1855.3,169218,
14/12/2020,1845,1832.7,1828.1,1832.1,166785,
11/12/2020,1840,1851.8,1826.8,1843.6,150634,
10/12/2020,1843,1854.2,1831.5,1837.4,162513,
09/12/2020,1875.4,1875.9,1828.2,1838.5,216843,
08/12/2020,1866.1,1879.8,1863.9,1874.9,147902,
07/12/2020,1841.1,1870.8,1862.1,1866,204259,
04/12/2020,1844.7,1852.7,1832,1840,167301,
03/12/2020,1833.9,1847.4,1826.7,1841.1,177988,
02/12/2020,1819.1,1835.7,1828.2,1830.2,182809,
01/12/2020,1780.3,1821.1,1778.4,1818.9,197184,
30/11/2020,1790.8,1793.3,1767.2,1780.9,235285,
27/11/2020,1812.1,1822.6,1776.5,1788.1,277091,
25/11/2020,1812,1821.7,1804.7,1811.2,121112,
24/11/2020,1842.6,1813.1,1807.4,1810.9,125089,
23/11/2020,1875.9,1844.5,1839.6,1844.1,106315,
20/11/2020,1864.8,1873.9,1868.7,1872.4,180515,
19/11/2020,1872,1866.7,1862,1861.5,217146,
18/11/2020,1879.5,1871.5,1868.2,1873.9,203979,
17/11/2020,1888.2,1892.7,1876.3,1885.1,155099,
16/11/2020,1886.6,1898,1861.5,1887.8,217991,
13/11/2020,1875.6,1888.9,1885.3,1886.2,158776,
12/11/2020,1863.9,1883,1860.7,1873.3,199543,
11/11/2020,1876.1,1882.5,1853.9,1861.6,201067,
10/11/2020,1864.1,1877.1,1870.9,1876.4,243090,
09/11/2020,1956,1869.3,1861.2,1854.4,475721,
06/11/2020,1950,1961.8,1937.2,1951.7,233903,
05/11/2020,1903.4,1952.6,1948,1946.8,288663,
04/11/2020,1910.3,1905.8,1897.8,1896.2,284598,
03/11/2020,1896.4,1911.8,1906.9,1910.4,166642,
02/11/2020,1877,1897.1,1873.3,1892.5,161958,
30/10/2020,1867.9,1885.9,1875,1879.9,207865,
29/10/2020,1877.5,1885.1,1859.2,1868,219592,
28/10/2020,1909.8,1882.1,1875.7,1879.2,289026,
27/10/2020,1904.4,1913.8,1898.7,1911.9,149056,
26/10/2020,1906,1911.1,1892.5,1905.7,161841,
23/10/2020,1906.5,1917.3,1895.2,1905.2,168148,
22/10/2020,1927.4,1929.4,1894.2,1904.6,208087,
21/10/2020,1911.6,1936,1911.6,1929.5,194754,
20/10/2020,1906.4,1915.5,1909,1915.4,160356,
19/10/2020,1903.2,1923.4,1900.2,1911.7,155479,
16/10/2020,1912.7,1918.7,1901.1,1906.4,144094,
15/10/2020,1906,1913.2,1892.7,1908.9,205615,
14/10/2020,1895.4,1917.5,1885,1907.3,185374,
13/10/2020,1927.3,1930.6,1889.3,1894.6,260044,
12/10/2020,1935,1939.4,1923.8,1928.9,155906,
09/10/2020,1898.4,1936.8,1898,1926.2,224808,
08/10/2020,1890.6,1905.3,1885.3,1895.1,179968,
07/10/2020,1882.6,1902.4,1877.1,1890.8,183295,
06/10/2020,1917.8,1927,1902.9,1908.8,172605,
05/10/2020,1910.9,1924.9,1902.5,1920.1,176090,
02/10/2020,1911,1923.6,1895.2,1907.6,209696,
01/10/2020,1891.2,1917.9,1890,1916.3,257047,
30/09/2020,1903.2,1908.2,1885.8,1895.5,256446,
29/09/2020,1886.4,1904.8,1880.8,1903.2,213482,
28/09/2020,1862.7,1888.2,1851.1,1882.3,232907,
25/09/2020,1872.7,1879.3,1854.1,1866.3,226076,
24/09/2020,1866.9,1880.9,1851,1876.9,338361,
23/09/2020,1905.1,1909.9,1856,1868.4,402011,
22/09/2020,1918.1,1925.5,1898.9,1907.6,279441,
21/09/2020,1957.3,1962.9,1885.4,1910.6,380526,
18/09/2020,1951.1,1968.2,1951.1,1962.1,174242,
17/09/2020,1967.6,1969.3,1938.2,1949.9,263192,
16/09/2020,1961.4,1983.8,1957.2,1970.5,287073,
15/09/2020,1966.2,1982.4,1955.6,1966.2,232698,
14/09/2020,1948.9,1972.5,1945.2,1963.7,196763,
11/09/2020,1953.8,1959,1945.7,1947.9,202859,
10/09/2020,1955.3,1954.9,1949.9,1964.3,268963,
09/09/2020,1939.4,1959.7,1926.3,1954.9,224190,
08/09/2020,1938,1948.3,1911.7,1943.2,412083,
04/09/2020,1938,1945.9,1923,1934.3,300921,
03/09/2020,1948.9,1956.6,1927.2,1937.8,300282,
02/09/2020,1976.8,1980.4,1938.9,1944.7,326130,
01/09/2020,1973.7,2001.2,1969.2,1978.9,300227,
31/08/2020,1973.9,1985.8,1962.3,1978.6,242577,
28/08/2020,1937.5,1983,1928.2,1974.9,329609,
27/08/2020,1963,1987,1914.7,1932.6,461990,
26/08/2020,1939,1963.4,1908.4,1952.5,338049,
25/08/2020,1935.9,1944.1,1919.1,1923.1,271641,
24/08/2020,1947.9,1970.3,1930.8,1939.2,284540,
21/08/2020,1955.6,1963.1,1916.6,1947,352773,
20/08/2020,1934.4,1963.1,1928.9,1946.5,378970,
19/08/2020,2010.5,2015.6,1930.5,1970.3,440405,
18/08/2020,1993.6,2024.6,1985.2,2013.1,358272,
17/08/2020,1956.4,2000.8,1939.1,1998.7,285580,
14/08/2020,1963.8,1970,1939.1,1949.8,237092,
13/08/2020,1927.3,1974.8,1923,1970.4,346000,
12/08/2020,1921.6,1961,1874.2,1949,450394,
11/08/2020,2038.4,2040.5,1911.3,1946.3,556617,
10/08/2020,2044.8,2060.8,2027.8,2039.7,248644,
07/08/2020,2076.4,2082.1,2024.8,2028,391017,
06/08/2020,2055,2081.8,2049,2069.4,307517,
05/08/2020,2037,2070.3,2027.5,2049.3,361949,
04/08/2020,1993.5,2037.7,1982.6,2021,269790,
03/08/2020,1997.4,2009.5,1975.2,1986.3,176729,
31/07/2020,1973.6,2005.4,1971.4,1985.9,275460,
30/07/2020,1986.4,1987.3,1952.3,1966.8,268606,
29/07/2020,1971.9,1998.4,1955.7,1976.7,191033,
28/07/2020,1963.2,2000,1927.5,1963.9,154485,
27/07/2020,1929,1971.3,1926.8,1955.4,127487,
24/07/2020,1884.9,1904.6,1880.5,1897.5,288088,
23/07/2020,1871.6,1897.7,1863.1,1890,400358,
22/07/2020,1842.8,1871.8,1842.1,1865.1,376705,
21/07/2020,1819.6,1844.9,1817.2,1843.9,265677,
20/07/2020,1812.3,1823.4,1806.6,1817.4,173983,
17/07/2020,1796.9,1813.9,1795.2,1810,162684,
16/07/2020,1813.1,1816.2,1794.1,1800.3,190841,
15/07/2020,1811.1,1819.5,1804,1813.8,179267,
14/07/2020,1810.9,1813.6,1809.6,1813.4,235992,
13/07/2020,1803.4,1818.8,1802.1,1814.1,218006,
10/07/2020,1808.4,1817,1796.5,1801.9,208264,
09/07/2020,1818.8,1825.5,1799.6,1803.8,265280,
08/07/2020,1807.9,1829.8,1803.8,1820.6,232708,
07/07/2020,1793.9,1810.8,1781.2,1809.9,217229,
06/07/2020,1787,1799,1779.2,1793.5,140564,
02/07/2020,1779,1791.7,1766.3,1790,181017,
01/07/2020,1798.9,1807.7,1767.9,1779.9,258541,
30/06/2020,1799.2,1801.4,1795.5,1800.5,190351,
29/06/2020,1789.2,1790.4,1776.5,1781.2,128441,
26/06/2020,1774.8,1786.2,1754,1780.3,195963,
25/06/2020,1772.3,1779.6,1764.1,1770.6,148788,
24/06/2020,1784.4,1796.1,1770.6,1775.1,230610,
23/06/2020,1764.9,1786.8,1758.3,1782,190018,
22/06/2020,1765.8,1779,1753.5,1766.4,219460,
19/06/2020,1729.8,1760.9,1728.3,1753,174981,
18/06/2020,1735.5,1749.2,1722.7,1731.1,152628,
17/06/2020,1735.3,1739.3,1717.3,1735.6,137879,
16/06/2020,1732.3,1741.3,1721.8,1736.5,177702,
15/06/2020,1740.7,1743.8,1706.2,1727.2,195205,
12/06/2020,1733.6,1753,1728.2,1737.3,148176,
11/06/2020,1746.6,1754.9,1727.5,1739.8,202214,
10/06/2020,1718.9,1749.4,1714.1,1720.7,195593,
09/06/2020,1703.9,1729.4,1697.6,1721.9,178128,
08/06/2020,1686.7,1707.6,1680.7,1705.1,151461,
05/06/2020,1720.8,1723.2,1671.7,1683,267086,
04/06/2020,1702.8,1729,1698.9,1727.4,193873,
03/06/2020,1733.7,1738.9,1690.3,1704.8,249036,
02/06/2020,1750.3,1757,1728,1734,172030,
01/06/2020,1749.8,1761,1737.6,1750.3,142807,
29/05/2020,1718.8,1738.3,1715.1,1736.9,1406,
28/05/2020,1725,1743.7,1720,1728.3,159174,
27/05/2020,1724.1,1729.1,1701.6,1726.8,156746,
26/05/2020,1746.3,1755.6,1721.2,1728.2,146582,
22/05/2020,1726.6,1726.7,1726.6,1734.6,6,
21/05/2020,1751.7,1751.7,1715.3,1721.9,225941,
20/05/2020,1751.6,1752.1,1745.6,1750.6,16,
19/05/2020,1734.8,1751.6,1727.2,1745.6,181673,
18/05/2020,1757.5,1775.8,1729.3,1734.4,264848,
15/05/2020,1739.7,1751.4,1739.7,1753.4,719,
14/05/2020,1723.1,1746.5,1716,1740.9,208601,
13/05/2020,1705,1726.5,1701.6,1716.4,204533,
12/05/2020,1700,1716.7,1693.5,1706.8,182675,
11/05/2020,1706,1713.8,1692.1,1698,184455,
08/05/2020,1726.2,1728.9,1703.8,1709.9,330,
07/05/2020,1686,1733.2,1683.9,1725.8,233381,
06/05/2020,1714.1,1716.6,1683,1688.5,196313,
05/05/2020,1711,1717.8,1695.4,1710.6,179577,
04/05/2020,1711.2,1726,1700.3,1713.3,146307,
01/05/2020,1686.6,1701.5,1670.5,1694.5,337,
30/04/2020,1729.6,1737,1687.5,1694.2,228730,
29/04/2020,1710,1713.5,1702,1703.4,373,
28/04/2020,1724.4,1731.9,1704.1,1722.2,166606,
27/04/2020,1745,1745.8,1720,1723.8,142721,
24/04/2020,1744,1744,1714.5,1723.5,221,
23/04/2020,1736.5,1764.2,1730.6,1745.4,194495,
22/04/2020,1703.1,1742.4,1695.4,1738.3,187864,
21/04/2020,1713.3,1718,1666.2,1687.8,240743,
20/04/2020,1693,1718.4,1685,1711.2,183636,
17/04/2020,1715.7,1725,1684.9,1689.2,223,
16/04/2020,1743.5,1768,1722.6,1731.7,199823,
15/04/2020,1758.1,1759.8,1731.6,1740.2,181342,
14/04/2020,1761.5,1788.8,1747.1,1768.9,234439,
13/04/2020,1722,1756.8,1710.7,1744.8,696,
09/04/2020,1662.7,1732.5,1662.7,1736.2,825,
08/04/2020,1678.7,1695.8,1670.7,1684.3,121346,
07/04/2020,1707.1,1742.6,1672,1683.7,194263,
06/04/2020,1629.1,1696.7,1625.9,1677,1063,
03/04/2020,1624.5,1636,1619.8,1633.7,643,
02/04/2020,1602.4,1645.6,1595.2,1637.7,162151,
01/04/2020,1589.4,1612.4,1576,1591.4,159377,
31/03/2020,1618.7,1621,1576,1583.4,2694,
30/03/2020,1663.4,1673.6,1632,1643.2,144290,
27/03/2020,1623.9,1623.9,1623.9,1623.9,N/A,
26/03/2020,1642.2,1677.2,1612,1660.3,134861,
25/03/2020,1665.5,1698,1609,1634.3,104547,
24/03/2020,1622.8,1685.5,1622.8,1660.2,442,
23/03/2020,1508.4,1574.8,1489.4,1572.7,95848,
20/03/2020,1483.5,1483.5,1483.5,1484,14,
19/03/2020,1487.2,1502.8,1460.1,1479.3,306016,
18/03/2020,1527.6,1547,1473.3,1477.9,412332,
17/03/2020,1469.3,1537.7,1469.3,1524.9,122,
16/03/2020,1563.8,1574.8,1450.9,1486.5,535860,
13/03/2020,1582.7,1597.9,1504,1516.7,524471,
12/03/2020,1633.1,1651,1560.4,1590.3,553457,
11/03/2020,1649.3,1671.8,1632.4,1642.3,373462,
10/03/2020,1671.6,1674.6,1643,1659.1,48,
09/03/2020,1692.6,1704.3,1658,1675.7,467110,
06/03/2020,1673.1,1692.8,1642.4,1672.4,619051,
05/03/2020,1637.2,1672.9,1637.2,1666.4,154,
04/03/2020,1640.1,1654.3,1632.6,1643,297251,
03/03/2020,1594.5,1645.3,1594,1642.1,610,
02/03/2020,1583.9,1608.3,1574.3,1592.3,537,
28/02/2020,1640.3,1642.5,1564.8,1564.1,289,
27/02/2020,1658,1662.5,1636.7,1642.5,560547,
26/02/2020,1640.8,1643.8,1640.3,1643.1,515771,
25/02/2020,1647,1655.8,1627,1650,654660,
24/02/2020,1674.2,1674.4,1652.8,1676.6,655245,
21/02/2020,1619.3,1645,1619.3,1644.6,186,
20/02/2020,1615,1626.5,1606.6,1620.5,389144,
19/02/2020,1604.8,1615.9,1602.4,1611.8,298536,
18/02/2020,1587,1604.3,1579.8,1600,310,
14/02/2020,1575.8,1582.4,1574.8,1582.7,68,
13/02/2020,1569.8,1581.7,1568.5,1578.8,264293,
12/02/2020,1571.2,1573.6,1564.4,1571.6,183410,
11/02/2020,1570.9,1571.1,1561.9,1565.6,440,
10/02/2020,1575.8,1580.5,1571.5,1579.5,186247,
07/02/2020,1564.9,1571.9,1560.5,1568.6,431,
06/02/2020,1560,1571.9,1556,1570,221612,
05/02/2020,1556.1,1566.2,1551.1,1562.8,297418,
04/02/2020,1581.5,1584.5,1552.8,1555.5,328192,
03/02/2020,1597.8,1598.5,1573.2,1582.4,303458,
31/01/2020,1573.4,1589,1570,1582.9,1095,
30/01/2020,1582.4,1590.7,1576.8,1589.2,371286,
29/01/2020,1572,1583,1567.9,1576,225389,
28/01/2020,1587.1,1588.5,1570.4,1575.8,191039,
27/01/2020,1586.1,1594.7,1581.6,1583.7,134423,
24/01/2020,1556.3,1570.3,1556.3,1571.1,38,
23/01/2020,1564.7,1573.7,1557.5,1571.6,65319,
22/01/2020,1557,1558.9,1555.2,1556.7,276521,
21/01/2020,1564.2,1566.2,1551,1556.4,45,
17/01/2020,1554.1,1558,1553.6,1558.8,108,
16/01/2020,1556.6,1558.2,1548,1550.5,253076,
15/01/2020,1546.8,1558.8,1546.5,1554,297777,
14/01/2020,1548.6,1549.5,1536.4,1544.6,323782,
13/01/2020,1563,1563.1,1547,1550.6,296619,
10/01/2020,1551.2,1558.8,1545.4,1557.5,16,
09/01/2020,1557.7,1562.4,1541,1554.3,354523,
08/01/2020,1556.7,1563.8,1556.5,1560.2,787217,
07/01/2020,1567.4,1579.2,1557,1574.3,418145,
06/01/2020,1562.7,1590.9,1562.3,1568.8,539023,
03/01/2020,1530.1,1552.7,1530.1,1549.2,107,
02/01/2020,1521,1534,1519.7,1528.1,257867,
31/12/2019,1513.8,1523.4,1513.8,1519.5,301,
30/12/2019,1515.9,1519.1,1513.5,1518.6,169813,
27/12/2019,1516.5,1519.9,1512.1,1518.1,194736,
26/12/2019,1503.9,1517.4,1502.1,1514.4,213592,
24/12/2019,1488.7,1498.6,1488.7,1499.1,52,
23/12/2019,1482.4,1490.1,1481.2,1488.7,155802,
20/12/2019,1476.7,1478.1,1475.3,1474.7,118,
19/12/2019,1475.9,1478.9,1473.3,1478.2,319,
18/12/2019,1480.4,1483.6,1474.3,1478.7,190975,
17/12/2019,1480.6,1484.9,1478.4,1480.6,167359,
16/12/2019,1480,1484.5,1477.4,1480.5,160416,
13/12/2019,1463.1,1475.9,1463.1,1475.6,468,
12/12/2019,1469.5,1474.9,1468.2,1472.3,396657,
11/12/2019,1479.1,1479.9,1478.7,1475,247053,
10/12/2019,1460.7,1467.2,1460.7,1462.6,367,
09/12/2019,1464.1,1469.8,1463,1464.9,163682,
06/12/2019,1475,1476,1458.2,1459.1,899,
05/12/2019,1480,1485.7,1478,1483.1,231844,
04/12/2019,1483.2,1489.9,1476.7,1480.2,311909,
03/12/2019,1461.6,1480.4,1459.5,1478.2,1460,
02/12/2019,1470.3,1471.7,1459.8,1469.2,304242,
29/11/2019,1461.7,1472.9,1459.1,1472.7,259290,
27/11/2019,1461.1,1461.9,1452,1453.4,88164,
26/11/2019,1461.3,1470,1456.6,1467.4,271754,
25/11/2019,1467.5,1468.9,1460.7,1463.8,121238,
22/11/2019,1470.9,1480.3,1468.1,1468.8,77902,
21/11/2019,1481.3,1482.7,1469.4,1470.5,73979,
20/11/2019,1472.6,1474.5,1467.3,1470,31,
19/11/2019,1467.7,1474.3,1467.7,1473.3,18,
18/11/2019,1467.8,1474.4,1456.6,1471.9,325033,
15/11/2019,1469.1,1469.1,1469.1,1467.3,13,
14/11/2019,1464,1475.5,1461.7,1473.4,312108,
13/11/2019,1463.5,1467.9,1462.8,1463.3,335980,
12/11/2019,1454.9,1454.9,1447.1,1452.1,6,
11/11/2019,1460,1467.4,1448.9,1457.1,295394,
08/11/2019,1469.1,1469.1,1461.7,1461.3,21,
07/11/2019,1466.8,1473,1466.5,1464.2,581,
06/11/2019,1491.5,1495.9,1490.5,1493.1,302400,
05/11/2019,1511.6,1511.9,1480.7,1483.7,573018,
04/11/2019,1516.4,1517.1,1506.5,1511.1,250475,
01/11/2019,1511,1511.6,1503,1508,235,
31/10/2019,1498.8,1516.7,1496,1514.8,375394,
30/10/2019,1487.2,1495.4,1481,1493.2,320,
29/10/2019,1494,1494,1489.7,1490.7,283038,
28/10/2019,1507.4,1510.8,1492.3,1495.8,310472,
25/10/2019,1501.4,1503.7,1499,1499.5,93,
24/10/2019,1495.1,1506.9,1490.4,1504.7,290074,
23/10/2019,1491.1,1499.4,1490.7,1495.7,235483,
22/10/2019,1487.5,1492.1,1484,1487.5,200931,
21/10/2019,1495.6,1498.7,1484.8,1488.1,272195,
18/10/2019,1487.3,1489.1,1486.6,1488.2,82,
17/10/2019,1494.2,1501.1,1487,1498.3,296546,
16/10/2019,1484.8,1495.5,1480.6,1494,360083,
15/10/2019,1497.7,1503,1480.8,1483.5,307105,
14/10/2019,1492,1501.5,1487.1,1497.6,221049,
11/10/2019,1498.3,1508,1478,1488.7,462693,
10/10/2019,1510.8,1522.3,1495.7,1500.9,401849,
09/10/2019,1515.4,1516.5,1510.1,1512.8,277242,
08/10/2019,1489.4,1506.3,1489.3,1497.2,46,
07/10/2019,1497.2,1499.7,1493.3,1504.4,252399,
04/10/2019,1505.6,1508.7,1497.1,1506.2,233,
03/10/2019,1505.6,1525.8,1501.7,1513.8,400130,
02/10/2019,1476.6,1503.7,1474.1,1501,205,
01/10/2019,1478,1493.5,1465,1489,440804,
30/09/2019,1501.7,1507.2,1470.5,1472.9,424759,
27/09/2019,1511.8,1514.4,1493.3,1506.4,436289,
26/09/2019,1510.9,1519.5,1507.1,1515.2,367934,
25/09/2019,1539.8,1542.8,1507.4,1512.3,462742,
24/09/2019,1515.1,1533,1515.1,1532.1,25,
23/09/2019,1521.5,1534.4,1517.9,1531.5,349589,
20/09/2019,1503,1503,1503,1507.3,2,
19/09/2019,1502,1512.1,1496.3,1506.2,281865,
18/09/2019,1509.7,1519.5,1490.7,1515.8,352179,
17/09/2019,1506.5,1515,1500.9,1513.4,329751,
16/09/2019,1500,1500.6,1498.5,1503.1,21,
13/09/2019,1486.9,1486.9,1486.9,1490.9,1,
12/09/2019,1504.9,1532.2,1496.8,1507.4,480662,
11/09/2019,1493.9,1506.2,1492.9,1503.2,296849,
10/09/2019,1507,1509.1,1492.1,1499.2,390357,
09/09/2019,1516.4,1523.8,1505.5,1511.1,312350,
06/09/2019,1517.3,1526,1504.5,1506.2,54,
05/09/2019,1561.4,1561.9,1514.3,1525.5,586738,
04/09/2019,1556,1566.2,1542.6,1560.4,404779,
03/09/2019,1539.2,1558.9,1529.6,1555.9,541575,
30/08/2019,1536.9,1541.9,1525.6,1529.2,320657,
29/08/2019,1549.4,1559.8,1528.6,1536.9,439428,
28/08/2019,1551.8,1556.6,1541.4,1549.1,342556,
27/08/2019,1537.3,1554.5,1535.3,1551.8,334873,
26/08/2019,1545.4,1565,1534.8,1537.2,407500,
23/08/2019,1508.8,1540.3,1503,1537.6,459203,
22/08/2019,1495.1,1495.1,1493.8,1497.3,686,
21/08/2019,1518.4,1518.4,1506.5,1515.7,238972,
20/08/2019,1506.3,1518.8,1503,1515.7,240391,
19/08/2019,1523,1523.6,1503.3,1511.6,289329,
16/08/2019,1533.9,1538.6,1513.9,1523.6,314597,
15/08/2019,1526.6,1537.7,1518.3,1531.2,428618,
14/08/2019,1513,1534.9,1504.5,1527.8,474508,
13/08/2019,1522.3,1546.1,1488.9,1514.1,598082,
12/08/2019,1509.2,1531.5,1498.6,1517.2,338340,
09/08/2019,1515.9,1521.1,1506.2,1508.5,325590,
08/08/2019,1512.1,1521.3,1501.6,1509.5,385340,
07/08/2019,1473.5,1509.9,1473.2,1507.3,824,
06/08/2019,1481.1,1486.8,1468.2,1484.2,375937,
05/08/2019,1440.4,1469.7,1440.4,1464.6,1008,
02/08/2019,1457.5,1461.9,1442.5,1457.5,471109,
01/08/2019,1425.6,1458.2,1412.1,1432.4,567523,
31/07/2019,1443.7,1447.8,1422.3,1437.8,406886,
30/07/2019,1439.5,1445.7,1434.8,1441.8,248318,
29/07/2019,1431.9,1440.8,1427.5,1433.3,168447,
26/07/2019,1422.8,1423,1422.8,1432.2,5,
25/07/2019,1439.3,1447,1423.9,1427.5,112902,
24/07/2019,1431,1442.9,1429.4,1436.5,65218,
23/07/2019,1426,1431.4,1414.6,1421.7,380116,
22/07/2019,1428.5,1430.8,1423,1426.9,247608,
19/07/2019,1448.3,1454.4,1421.1,1426.7,509138,
18/07/2019,1428.5,1449.7,1415.6,1428.1,467773,
17/07/2019,1404.6,1404.6,1404.6,1421.3,6,
16/07/2019,1416.4,1420,1402.1,1411.2,327180,
15/07/2019,1417.7,1421.6,1409.3,1413.5,231266,
12/07/2019,1406.2,1418.9,1404.5,1412.2,272092,
11/07/2019,1421.1,1429.4,1402.7,1406.7,380765,
10/07/2019,1400,1421.1,1391.8,1412.5,426438,
09/07/2019,1397.9,1402.4,1387.5,1400.5,276008,
08/07/2019,1401,1409.9,1393.8,1400,303906,
05/07/2019,1418.8,1426.8,1388.6,1400.1,555564,
03/07/2019,1421.6,1424.4,1412.7,1420.9,118832,
02/07/2019,1386.2,1424,1386.2,1408,372203,
01/07/2019,1386.6,1395.8,1382.8,1385.6,214,
28/06/2019,1413.3,1427.8,1408.6,1409.7,297964,
27/06/2019,1412.7,1415.3,1401.4,1412,324556,
26/06/2019,1407.2,1413.3,1405.8,1411.6,84,
25/06/2019,1423.4,1442.9,1415.1,1418.7,618309,
24/06/2019,1403.9,1425.1,1403.6,1418.2,359931,
21/06/2019,1391.2,1415.4,1386.1,1400.1,496645,
20/06/2019,1364.5,1397.7,1361.3,1396.9,511767,
19/06/2019,1350.4,1366.6,1344.8,1348.8,320720,
18/06/2019,1343.9,1358.5,1342.1,1350.7,364839,
17/06/2019,1345.5,1347.1,1336.6,1342.9,230833,
14/06/2019,1346.5,1362.2,1341.4,1344.5,346086,
13/06/2019,1337.8,1347,1335.9,1343.7,197876,
12/06/2019,1330.6,1342.3,1329.8,1336.8,226929,
11/06/2019,1331.8,1333.8,1323.6,1331.2,204179,
10/06/2019,1341.2,1341.7,1329,1329.3,220533,
07/06/2019,1339.7,1352.7,1334.3,1346.1,314048,
06/06/2019,1336.1,1344.2,1331.3,1342.7,252464,
05/06/2019,1330.2,1348.9,1329.3,1333.6,391880,
04/06/2019,1324.3,1328.6,1320.8,1323.4,302,
03/06/2019,1312.5,1333,1310.9,1327.9,347054,
31/05/2019,1293.2,1311.9,1292.5,1311.1,322176,
30/05/2019,1279.4,1288.3,1273.9,1287.1,55573,
29/05/2019,1284.3,1290.3,1283.8,1286.3,194696,
28/05/2019,1290.5,1292.6,1280.8,1282.5,207053,
24/05/2019,1289.2,1292.6,1288.9,1289.2,23685,
23/05/2019,1278.5,1292.5,1277.5,1291,71630,
22/05/2019,1274.4,1277.1,1272,1274.2,186404,
21/05/2019,1277.7,1277.7,1269,1273.2,204984,
20/05/2019,1277.6,1278.8,1273.3,1277.3,206270,
17/05/2019,1287.2,1289,1274.6,1275.7,255125,
16/05/2019,1297.7,1299.3,1284.2,1286.2,256906,
15/05/2019,1298,1301.7,1293.6,1297.8,241040,
14/05/2019,1300.8,1304.2,1294.3,1296.3,215009,
13/05/2019,1288.3,1302.2,1282.4,1301.8,362480,
