Date,Open,High,Low,Close,Volume,Open Interest
2016-01-04 00:00:01,1061.5,1083.0,1061.0,1075.2,151233.0,0
2016-01-05 00:00:01,1073.5,1081.5,1071.9,1078.4,99250.0,0
2016-01-06 00:00:01,1076.8,1094.9,1074.4,1091.9,179581.0,0
2016-01-07 00:00:01,1093.7,1109.9,1091.1,1107.8,203063.0,0
2016-01-08 00:00:01,1108.8,1113.1,1091.8,1097.9,183436.0,0
2016-01-11 00:00:01,1103.6,1108.3,1093.1,1096.2,185771.0,0
2016-01-12 00:00:01,1094.0,1099.1,1083.1,1085.2,161091.0,0
2016-01-13 00:00:01,1086.8,1095.6,1079.4,1087.1,146676.0,0
2016-01-14 00:00:01,1093.6,1095.4,1071.1,1073.6,168364.0,0
2016-01-15 00:00:01,1089.3,1093.3,1089.0,1090.7,8927.0,0
2016-01-19 00:00:01,1089.0,1094.5,1082.1,1089.1,154064.0,0
2016-01-20 00:00:01,1087.3,1109.9,1087.1,1106.2,183164.0,0
2016-01-21 00:00:01,1100.9,1104.8,1092.5,1098.2,170505.0,0
2016-01-22 00:00:01,1101.6,1103.5,1094.4,1096.3,133883.0,0
2016-01-25 00:00:01,1097.8,1109.2,1097.6,1105.3,148860.0,0
2016-01-26 00:00:01,1109.4,1123.6,1107.7,1120.6,89525.0,0
2016-01-27 00:00:01,1120.2,1128.7,1115.2,1116.3,124865.0,0
2016-01-28 00:00:01,1115.7,1126.4,1110.2,1116.1,146072.0,0
2016-01-29 00:00:01,1114.8,1118.9,1108.5,1116.4,126023.0,0
2016-02-01 00:00:01,1118.0,1130.2,1115.3,1128.0,109728.0,0
2016-02-02 00:00:01,1128.8,1131.5,1122.6,1127.2,107444.0,0
2016-02-03 00:00:01,1129.4,1146.2,1124.8,1141.3,181052.0,0
2016-02-04 00:00:01,1156.7,1157.9,1139.7,1157.5,168259.0,0
2016-02-05 00:00:01,1155.7,1175.0,1145.5,1157.7,206063.0,0
2016-02-08 00:00:01,1174.0,1201.4,1164.5,1197.9,232700.0,0
2016-02-09 00:00:01,1189.4,1199.3,1185.9,1198.6,180163.0,0
2016-02-10 00:00:01,1189.7,1198.1,1181.6,1194.6,159103.0,0
2016-02-11 00:00:01,1197.5,1263.9,1196.3,1247.8,345519.0,0
2016-02-12 00:00:01,1236.3,1236.3,1215.0,1239.4,33215.0,0
2016-02-16 00:00:01,1209.4,1236.3,1191.5,1208.2,319892.0,0
2016-02-17 00:00:01,1201.9,1214.4,1196.2,1211.4,156859.0,0
2016-02-18 00:00:01,1209.5,1240.6,1201.3,1226.3,173177.0,0
2016-02-19 00:00:01,1231.2,1235.3,1220.6,1230.8,168415.0,0
2016-02-22 00:00:01,1208.0,1226.9,1202.5,1210.1,155626.0,0
2016-02-23 00:00:01,1208.9,1229.0,1207.6,1222.6,175821.0,0
2016-02-24 00:00:01,1226.0,1254.3,1222.4,1239.1,260422.0,0
2016-02-25 00:00:01,1228.9,1244.4,1221.8,1238.8,199289.0,0
2016-02-26 00:00:01,1232.5,1241.3,1212.0,1220.4,210351.0,0
2016-02-29 00:00:01,1223.1,1241.8,1216.3,1234.4,174484.0,0
2016-03-01 00:00:01,1238.9,1249.3,1227.7,1230.8,211175.0,0
2016-03-02 00:00:01,1232.3,1244.8,1225.1,1241.8,175010.0,0
2016-03-03 00:00:01,1240.8,1269.3,1238.0,1258.2,216716.0,0
2016-03-04 00:00:01,1264.6,1280.7,1250.1,1270.7,351429.0,0
2016-03-07 00:00:01,1260.5,1274.1,1257.4,1264.0,208860.0,0
2016-03-08 00:00:01,1267.9,1279.0,1261.0,1262.9,198376.0,0
2016-03-09 00:00:01,1262.2,1265.7,1243.6,1257.4,217105.0,0
2016-03-10 00:00:01,1253.7,1274.3,1237.5,1272.8,294934.0,0
2016-03-11 00:00:01,1272.0,1287.8,1249.0,1259.4,225924.0,0
2016-03-14 00:00:01,1250.9,1261.9,1229.9,1245.1,198015.0,0
2016-03-15 00:00:01,1237.0,1238.7,1226.0,1231.0,169067.0,0
2016-03-16 00:00:01,1233.1,1264.8,1227.0,1229.8,195631.0,0
2016-03-17 00:00:01,1262.0,1271.9,1255.2,1265.0,196709.0,0
2016-03-18 00:00:01,1257.7,1267.7,1248.4,1254.3,152348.0,0
2016-03-21 00:00:01,1255.2,1256.7,1241.2,1244.2,165130.0,0
2016-03-22 00:00:01,1244.3,1260.9,1242.8,1248.6,178128.0,0
2016-03-23 00:00:01,1248.5,1249.8,1215.4,1225.6,248406.0,0
2016-03-24 00:00:01,1222.1,1225.6,1212.6,1223.5,61613.0,0
2016-03-28 00:00:01,1217.8,1225.1,1207.7,1222.0,85386.0,0
2016-03-29 00:00:01,1223.1,1245.2,1217.0,1237.5,193572.0,0
2016-03-30 00:00:01,1243.0,1246.8,1224.9,1228.6,172801.0,0
2016-03-31 00:00:01,1227.0,1242.3,1225.1,1235.6,117150.0,0
2016-04-01 00:00:01,1234.1,1237.2,1210.3,1223.5,188179.0,0
2016-04-04 00:00:01,1217.2,1224.1,1215.7,1219.3,86900.0,0
2016-04-05 00:00:01,1217.1,1238.8,1216.0,1229.6,148762.0,0
2016-04-06 00:00:01,1232.6,1233.8,1217.2,1223.8,129032.0,0
2016-04-07 00:00:01,1224.0,1245.0,1224.0,1237.5,179765.0,0
2016-04-08 00:00:01,1241.8,1244.6,1231.0,1243.8,128333.0,0
2016-04-11 00:00:01,1241.8,1260.9,1241.6,1258.0,151279.0,0
2016-04-12 00:00:01,1259.8,1264.7,1253.0,1260.9,148296.0,0
2016-04-13 00:00:01,1257.2,1258.7,1241.4,1248.3,150426.0,0
2016-04-14 00:00:01,1243.8,1245.9,1225.4,1226.5,196567.0,0
2016-04-15 00:00:01,1228.5,1237.6,1226.8,1234.6,115585.0,0
2016-04-18 00:00:01,1236.3,1243.3,1231.7,1235.0,143540.0,0
2016-04-19 00:00:01,1233.9,1258.5,1229.0,1254.3,200511.0,0
2016-04-20 00:00:01,1251.3,1259.8,1244.0,1254.4,158271.0,0
2016-04-21 00:00:01,1244.5,1272.4,1244.4,1250.3,261992.0,0
2016-04-22 00:00:01,1248.5,1254.2,1228.5,1230.0,198388.0,0
2016-04-25 00:00:01,1234.5,1243.8,1231.3,1240.2,114696.0,0
2016-04-26 00:00:01,1239.8,1246.5,1232.7,1243.4,139982.0,0
2016-04-27 00:00:01,1245.7,1254.6,1240.7,1250.4,167190.0,0
2016-04-28 00:00:01,1247.3,1271.7,1239.1,1266.4,214356.0,0
2016-04-29 00:00:01,1268.0,1299.0,1267.0,1290.5,249603.0,0
2016-05-02 00:00:01,1294.2,1306.0,1289.6,1295.8,193092.0,0
2016-05-03 00:00:01,1293.4,1303.9,1284.0,1291.8,209229.0,0
2016-05-04 00:00:01,1287.7,1291.8,1273.6,1274.4,205506.0,0
2016-05-05 00:00:01,1281.2,1288.4,1270.6,1272.3,168856.0,0
2016-05-06 00:00:01,1279.3,1297.7,1276.2,1294.0,246521.0,0
2016-05-09 00:00:01,1288.8,1289.5,1262.8,1266.6,213413.0,0
