Date,Open,High,Low,Close,Volume,Dividends
2018/01/29 00:00:00,11879.95,11975.02,11139.55,11251,14170.37754,0
2018/01/30 00:00:00,11250.11,11308.42,9900,10237.51,25554.37295,0
2018/01/31 00:00:00,10230,10425.85,9700,10285.1,18015.95681,0
2018/02/01 00:00:00,10285.1,10335,8750.99,9224.52,33564.76431,0
2018/02/02 00:00:00,9224.52,9250,8010.02,8873.03,49971.62698,0
2018/02/03 00:00:00,8873.03,9473.01,8229,9199.96,28725.00074,0
2018/02/04 00:00:00,9199.96,9368,7930,8184.81,32014.30845,0
2018/02/05 00:00:00,8179.99,8382.8,6625,6939.99,63403.18258,0
2018/02/06 00:00:00,6939.63,7878,6000.01,7652.14,100201.5003,0
2018/02/07 00:00:00,7655.02,8476,7150.01,7599,60778.4605,0
2018/02/08 00:00:00,7599,7844,7572.09,7784.02,1521.537318,0
2018/02/09 00:00:00,7789.9,8738,7789.9,8683.92,20482.91083,0
2018/02/10 00:00:00,8683.93,9065.78,8120,8533.98,49381.51265,0
2018/02/11 00:00:00,8533.99,8549,7726.53,8063.88,45025.18795,0
2018/02/12 00:00:00,8063.82,8989,8053,8903,41987.85049,0
2018/02/13 00:00:00,8903,8950,8351,8539.9,35454.97296,0
2018/02/14 00:00:00,8535.17,9489.6,8533,9449.99,40811.95287,0
2018/02/15 00:00:00,9449.98,10219.5,9301.5,10000.09,52427.59672,0
2018/02/16 00:00:00,10000.89,10323.37,9666,10159.98,38161.20597,0
2018/02/17 00:00:00,10156.07,11075.07,10050,11039.55,41882.10841,0
2018/02/18 00:00:00,11039.55,11274,10080,10383.43,61137.38073,0
2018/02/19 00:00:00,10375.01,11250,10270.33,11153,40831.41713,0
2018/02/20 00:00:00,11147.11,11786.01,11100.59,11200.99,48153.35429,0
2018/02/21 00:00:00,11195.07,11304.03,10200,10437.6,68113.81875,0
2018/02/22 00:00:00,10439.02,10933.44,9679,9811.04,67060.16648,0
2018/02/23 00:00:00,9815.55,10435,9570.19,10131.04,57202.70237,0
2018/02/24 00:00:00,10131.04,10496.97,9352,9694.51,40888.1563,0
2018/02/25 00:00:00,9694.51,9847,9274.8,9590,28373.51759,0
2018/02/26 00:00:00,9590,10444.32,9350,10324,34878.29276,0
2018/02/27 00:00:00,10321,10870,10121,10569.04,30705.38512,0
2018/02/28 00:00:00,10584.33,11098,10300,10326.76,30800.98378,0
2018/03/01 00:00:00,10325.64,11060.41,10240,10920,25092.55393,0
2018/03/02 00:00:00,10923.36,11200,10770,11039,23910.71009,0
2018/03/03 00:00:00,11038.99,11544,11015.01,11464.48,21287.15328,0
2018/03/04 00:00:00,11464.47,11565,11050.02,11515,17295.91865,0
2018/03/05 00:00:00,11515,11710,11415.01,11454,15144.23106,0
2018/03/06 00:00:00,11455,11455,10555.48,10716.48,29515.57236,0
2018/03/07 00:00:00,10716.48,10899,9389.31,9910,50647.67108,0
2018/03/08 00:00:00,9910,10099,9060,9271.64,41109.47323,0
2018/03/09 00:00:00,9267.07,9410,8329,9227,64112.29141,0
2018/03/10 00:00:00,9230,9490,8667.07,8770.22,37180.01286,0
2018/03/11 00:00:00,8770.22,9740,8450,9533.57,44325.97339,0
2018/03/12 00:00:00,9533.57,9888.88,8780,9131.34,42230.77793,0
2018/03/13 00:00:00,9131.34,9474,8823,9150,40191.40936,0
2018/03/14 00:00:00,9151.92,9333.78,7900.28,8170,49708.09411,0
2018/03/15 00:00:00,8184.01,8430,7650,8240.98,52291.02228,0
2018/03/16 00:00:00,8240.98,8611.64,7900,8260,38815.40989,0
2018/03/17 00:00:00,8260,8348.62,7721.99,7824.8,33110.20633,0
2018/03/18 00:00:00,7824.01,8317.4,7322,8189.99,59488.23171,0
2018/03/19 00:00:00,8189,8705.23,8088.4,8600,55297.08494,0
2018/03/20 00:00:00,8595.01,9050,8280,8909.98,44865.10584,0
2018/03/21 00:00:00,8909.96,9177.01,8750.6,8885,39972.40537,0
2018/03/22 00:00:00,8884.82,9100,8465.1,8722.9,40617.55681,0
2018/03/23 00:00:00,8720,8909,8269,8898.03,39991.00767,0
2018/03/24 00:00:00,8898.04,8999.95,8491,8546.86,35466.60957,0
2018/03/25 00:00:00,8531.25,8669.85,8365.77,8470.15,29001.76932,0
2018/03/26 00:00:00,8470.14,8514.89,7831,8134.23,44033.59566,0
2018/03/27 00:00:00,8134.22,8215.94,7730,7795.51,37427.64805,0
2018/03/28 00:00:00,7795.51,8109,7728,7949.3,26401.33167,0
2018/03/29 00:00:00,7949.3,7975,6941.11,7090.14,54620.91513,0
2018/03/30 00:00:00,7090.16,7292.43,6600.1,6840.23,65306.03198,0
2018/03/31 00:00:00,6840.24,7223.36,6777,6923.91,36868.53909,0
2018/04/01 00:00:00,6922,7049.98,6430,6813.01,44071.43046,0
2018/04/02 00:00:00,6813.01,7125,6765,7056,32123.56007,0
2018/04/03 00:00:00,7063.97,7520,7011.01,7405.21,37787.33181,0
2018/04/04 00:00:00,7405.21,7427.52,6707,6796.1,42227.1838,0
2018/04/05 00:00:00,6796.1,6902,6566.69,6770.76,39029.73146,0
2018/04/06 00:00:00,6770,6850,6500,6601.39,27455.01192,0
2018/04/07 00:00:00,6601.39,7070,6586.28,6895.8,32269.57827,0
2018/04/08 00:00:00,6895.81,7109.13,6880,7018,21427.67317,0
2018/04/09 00:00:00,7011.04,7185,6611,6782.72,34078.29721,0
2018/04/10 00:00:00,6781.55,6890,6656,6843.9,22326.7281,0
2018/04/11 00:00:00,6839.56,6990,6787,6953.79,23997.87118,0
2018/04/12 00:00:00,6953.78,8012.23,6743.2,7923,64861.59599,0
2018/04/13 00:00:00,7922.99,8233.39,7732,7877.41,55044.52315,0
2018/04/14 00:00:00,7877.48,8186,7810,7999.01,31621.28636,0
2018/04/15 00:00:00,8004,8429.54,7999.02,8355,27946.72044,0
2018/04/16 00:00:00,8355.07,8419,7867,8064.92,36664.06972,0
2018/04/17 00:00:00,8064.92,8173.7,7825.4,7885.02,32152.60357,0
2018/04/18 00:00:00,7890.96,8236.43,7868,8173,26969.04457,0
2018/04/19 00:00:00,8173.99,8296,8080,8278,27113.84746,0
2018/04/20 00:00:00,8273.84,8930,8177.09,8856.98,39795.33749,0
2018/04/21 00:00:00,8852.12,9035,8565,8915.31,40872.22991,0
2018/04/22 00:00:00,8915.31,9020.67,8727.68,8787.02,29458.25348,0
2018/04/23 00:00:00,8785.7,8985,8745,8934.01,25838.11471,0
2018/04/24 00:00:00,8934,9731.01,8922,9619.99,46268.79011,0
2018/04/25 00:00:00,9618.96,9759.82,8730,8869.99,81110.03759,0
2018/04/26 00:00:00,8869.99,9307.48,8651.62,9266,43300.30425,0
2018/04/27 00:00:00,9267.03,9395,8889,8915.35,37241.34704,0
2018/04/28 00:00:00,8915.35,9427.48,8870,9348,34759.62842,0
2018/04/29 00:00:00,9348,9570.51,9163.74,9419,38149.85004,0
2018/04/30 00:00:00,9417.04,9458.64,9124.99,9246.01,35002.03388,0
2018/05/01 00:00:00,9246.01,9248.99,8800.49,9071.48,41018.46363,0
2018/05/02 00:00:00,9071.48,9268,8970.2,9247.84,26123.54396,0
2018/05/03 00:00:00,9247.81,9844,9168.4,9750,38768.38829,0
2018/05/04 00:00:00,9750,9830.04,9520.85,9713.99,28681.58888,0
2018/05/05 00:00:00,9714,10020,9682,9864,24990.01835,0
2018/05/06 00:00:00,9863.99,9970,9417.03,9659.01,27690.35156,0
2018/05/07 00:00:00,9661.02,9689.67,9181,9365,33787.64001,0
2018/05/08 00:00:00,9365,9475.7,9060.54,9187.56,25533.83189,0
2018/05/09 00:00:00,9178,9390,8965,9310,25673.5249,0
2018/05/10 00:00:00,9310,9395.12,8970,9002.2,25055.06372,0
2018/05/11 00:00:00,9002.21,9016.8,8341,8400,48227.04806,0
2018/05/12 00:00:00,8405.94,8646.88,8153,8465.94,40241.32081,0
2018/05/13 00:00:00,8475.44,8763.36,8298,8679.71,25632.86936,0
2018/05/14 00:00:00,8679.71,8879.99,8277,8663.34,37389.66653,0
2018/05/15 00:00:00,8663.37,8859.99,8401.3,8462,28126.95614,0
2018/05/16 00:00:00,8462,8488,8083.01,8330,31130.71891,0
2018/05/17 00:00:00,8330,8464,7979,8041.46,25439.8448,0
2018/05/18 00:00:00,8038.82,8273.21,7911.9,8239.81,23476.15825,0
2018/05/19 00:00:00,8238.01,8390.8,8095.73,8233.49,17193.42428,0
2018/05/20 00:00:00,8233.49,8609,8163.9,8526.98,19957.05711,0
2018/05/21 00:00:00,8526.97,8595.31,8305,8381.24,21516.59649,0
2018/05/22 00:00:00,8386.89,8400.18,7935.11,7977.11,23710.90286,0
2018/05/23 00:00:00,7977.12,8031.9,7425,7501.95,42910.66677,0
2018/05/24 00:00:00,7501.95,7730.73,7266.99,7575.01,37845.4466,0
2018/05/25 00:00:00,7578.99,7649.55,7308.15,7457,26739.95664,0
2018/05/26 00:00:00,7456.99,7620,7300,7333.96,19464.08607,0
2018/05/27 00:00:00,7334,7400,7231.11,7338.99,18706.94552,0
2018/05/28 00:00:00,7338.99,7437,7058.02,7099,27219.43896,0
2018/05/29 00:00:00,7099,7540,7032.95,7461.29,39407.21183,0
2018/05/30 00:00:00,7467.98,7569,7260.5,7375.96,32041.58362,0
2018/05/31 00:00:00,7382.07,7699,7327.51,7485.01,30776.0631,0
2018/06/01 00:00:00,7485.01,7608.55,7355.54,7521.01,28259.12408,0
2018/06/02 00:00:00,7521.01,7697.33,7437,7640.03,26720.69022,0
2018/06/03 00:00:00,7636.81,7786.69,7600,7714.26,27505.15895,0
2018/06/04 00:00:00,7714.26,7760.52,7446.5,7487,32258.83512,0
2018/06/05 00:00:00,7487,7679.49,7358,7625,31722.97338,0
2018/06/06 00:00:00,7626.64,7699,7467.05,7658.84,27229.9919,0
2018/06/07 00:00:00,7658.79,7765,7620,7691.08,25062.2272,0
2018/06/08 00:00:00,7691.08,7703.5,7531,7603.44,23396.80467,0
2018/06/09 00:00:00,7603.44,7683.98,7450,7491.73,19339.88518,0
2018/06/10 00:00:00,7491.73,7491.73,6622.81,6764.99,52342.02003,0
2018/06/11 00:00:00,6765,6922,6610,6872,34552.1623,0
2018/06/12 00:00:00,6872,6890.51,6435,6530,36722.21119,0
2018/06/13 00:00:00,6530,6627.6,6118.68,6292.78,46185.5181,0
2018/06/14 00:00:00,6292.78,6720,6260,6635.98,44478.13084,0
2018/06/15 00:00:00,6638.67,6666.66,6362.31,6388.9,30018.32991,0
2018/06/16 00:00:00,6380.01,6560,6320.86,6483.98,22277.24115,0
2018/06/17 00:00:00,6482.5,6589.03,6422,6449.61,19847.24769,0
2018/06/18 00:00:00,6444.06,6794.38,6380,6712.46,31821.435,0
2018/06/19 00:00:00,6711.39,6841.74,6653,6741.21,24311.42114,0
2018/06/20 00:00:00,6740,6817.23,6551.81,6761.51,26359.75245,0
2018/06/21 00:00:00,6763.21,6795,6672.57,6718.84,25428.85405,0
2018/06/22 00:00:00,6717.69,6733.97,5918.94,6045,52157.37083,0
2018/06/23 00:00:00,6045.92,6260,6008.48,6149.98,26622.78859,0
2018/06/24 00:00:00,6149.98,6259.8,5750,6136.97,47445.99896,0
2018/06/25 00:00:00,6137.95,6350,6061.97,6252,39164.51531,0
2018/06/26 00:00:00,6252,6272.54,6035,6070.78,19377.24048,0
2018/06/27 00:00:00,6065.89,6190.43,5971,6133.73,19225.6711,0
2018/06/28 00:00:00,6134.73,6173.01,5827,5853.98,30585.26603,0
2018/06/29 00:00:00,5851.01,6300,5780,6197.92,33911.28728,0
2018/06/30 00:00:00,6197.92,6528.99,6186.03,6390.07,37919.61284,0
2018/07/01 00:00:00,6391.08,6441.06,6251,6356.81,27562.96597,0
2018/07/02 00:00:00,6360.82,6685,6271.62,6615.29,36230.45226,0
2018/07/03 00:00:00,6615.29,6679.35,6463.01,6513.86,38657.78169,0
2018/07/04 00:00:00,6511.01,6784.92,6441.11,6586.98,23571.89278,0
2018/07/05 00:00:00,6585.53,6712,6453.33,6529.2,35071.9729,0
2018/07/06 00:00:00,6529.2,6648.54,6425,6609.78,29397.09475,0
2018/07/07 00:00:00,6609.79,6818.16,6508.88,6756.98,23973.87689,0
2018/07/08 00:00:00,6753.48,6780,6667.44,6712.1,24622.94779,0
2018/07/09 00:00:00,6712.1,6802.06,6612.24,6662.12,26732.40655,0
2018/07/10 00:00:00,6662.78,6681,6263,6296.91,38560.6727,0
2018/07/11 00:00:00,6296.91,6406,6278.99,6378.07,28715.49849,0
2018/07/12 00:00:00,6378.07,6380.28,6070,6250.57,31306.66335,0
2018/07/13 00:00:00,6251.4,6350,6110,6214.57,26375.32529,0
2018/07/14 00:00:00,6214.57,6335,6178,6251.99,17783.072,0
2018/07/15 00:00:00,6250.9,6395,6225.4,6353.01,22979.21151,0
2018/07/16 00:00:00,6354.15,6747.3,6330.4,6723.35,36204.87708,0
2018/07/17 00:00:00,6723.33,7468.99,6652.04,7317.44,52105.42346,0
2018/07/18 00:00:00,7317.44,7588.08,7225.38,7381.9,59487.64345,0
2018/07/19 00:00:00,7381.88,7576.28,7270,7466.21,41218.25644,0
2018/07/20 00:00:00,7468.86,7700,7273,7337.53,46140.31345,0
2018/07/21 00:00:00,7337.47,7458.47,7211,7398.78,28886.49029,0
2018/07/22 00:00:00,7399.25,7582.4,7335.5,7394.79,30270.21844,0
2018/07/23 00:00:00,7394.78,7833,7375,7721.01,41646.34667,0
2018/07/24 00:00:00,7721.65,8486,7696,8397.24,60121.16375,0
2018/07/25 00:00:00,8397.24,8491.77,8050,8175.64,48257.64912,0
2018/07/26 00:00:00,8175.63,8315.69,7850.06,7920,43223.48168,0
2018/07/27 00:00:00,7920,8285,7805,8188.57,43671.00589,0
2018/07/28 00:00:00,8188.57,8246.54,8067,8225.04,26215.17384,0
2018/07/29 00:00:00,8225.04,8294.51,8115,8211,25531.22619,0
2018/07/30 00:00:00,8210.99,8273,7866,8173.92,39692.41654,0
2018/07/31 00:00:00,8171.4,8180,7633,7730.93,48296.91559,0
2018/08/01 00:00:00,7735.67,7750,7430,7604.58,42582.31293,0
2018/08/02 00:00:00,7600.08,7709.46,7455.72,7525.71,37665.69668,0
2018/08/03 00:00:00,7525.71,7540,7282.44,7418.78,44669.48605,0
2018/08/04 00:00:00,7412.27,7494.81,6926,7009.84,36288.42601,0
2018/08/05 00:00:00,7009.84,7089.87,6882.29,7024.19,32894.84978,0
2018/08/06 00:00:00,7024.19,7160,6821,6934.82,32760.19164,0
2018/08/07 00:00:00,6935,7150.46,6670,6720.06,45438.4735,0
2018/08/08 00:00:00,6720.63,6721.54,6123,6285,59550.53632,0
2018/08/09 00:00:00,6283.27,6622.81,6178.6,6529.79,51941.18511,0
2018/08/10 00:00:00,6529.79,6575.88,6026.39,6144.01,59034.9749,0
2018/08/11 00:00:00,6148.13,6488,5971,6232.35,47133.41856,0
2018/08/12 00:00:00,6222.55,6472.3,6130,6308.33,38567.77071,0
2018/08/13 00:00:00,6308.56,6545,6145.04,6246.35,53895.82878,0
2018/08/14 00:00:00,6248.25,6250.33,5880,6188.08,50186.74509,0
2018/08/15 00:00:00,6188.08,6609,6172.11,6267.16,68806.68703,0
2018/08/16 00:00:00,6265.27,6480,6205.6,6311.75,48515.25462,0
2018/08/17 00:00:00,6316,6585,6285.4,6584.49,57851.6108,0
2018/08/18 00:00:00,6579.04,6620,6288,6387.96,53742.32217,0
2018/08/19 00:00:00,6387.96,6541,6300,6477.53,45190.84799,0
2018/08/20 00:00:00,6477.53,6530,6220,6254.84,49435.55526,0
2018/08/21 00:00:00,6251,6500,6235.08,6480,41569.94741,0
2018/08/22 00:00:00,6479.98,6882.54,6251.2,6360.89,77909.39136,0
2018/08/23 00:00:00,6362.57,6576.99,6342.28,6525.01,40358.16683,0
2018/08/24 00:00:00,6525,6725,6440.5,6681.64,38305.67532,0
2018/08/25 00:00:00,6686.98,6789,6650.61,6733.64,19220.50593,0
2018/08/26 00:00:00,6733.64,6775.27,6568,6700,20107.29721,0
2018/08/27 00:00:00,6700,6940.51,6646.5,6908.64,37747.07875,0
2018/08/28 00:00:00,6907.26,7135,6860,7076.11,48352.91716,0
2018/08/29 00:00:00,7077,7133.81,6912.34,7031.22,43252.48739,0
2018/08/30 00:00:00,7033.21,7063.63,6784.81,6984.84,44716.77462,0
2018/08/31 00:00:00,6984.84,7089,6888,7011.21,40467.40064,0
